Molecule.ChEMBL.ID,Smiles,Standard.Type,Standard.Relation,Standard.Value,Standard.Units,Molecular.Weight,AlogP
CHEMBL1495411,N#Cc1c(NC(=O)CN2CCCCC2)sc2c1CCC2,IC50,'=',56.11,nM,289.4,2.53
CHEMBL1373720,CC1CCN(Cc2ccc(NC(=O)C3CCN(c4nnc(-n5cccc5)s4)CC3)cc2)CC1,IC50,'=',1103.59,nM,464.64,4.42
CHEMBL1544707,O=C(Nc1ccc2c(c1)OCO2)c1cccc2c1C(=O)N(Cc1cccnc1)C2,IC50,'=',3133.78,nM,387.4,3.22
CHEMBL1506123,O=C(COC(=O)c1cccs1)NCc1ccco1,IC50,'=',8953.77,nM,265.29,1.81
CHEMBL1576239,Cc1cc(O)nc(SCC(=O)NCc2ccco2)n1,IC50,'=',6265.57,nM,279.32,1.49
CHEMBL1595235,C=CCSC1=N/C(=C\C=C\c2ccco2)C(=O)S1,IC50,'=',10259.27,nM,277.37,3.73
CHEMBL1448466,CCc1ccc(NC(=O)c2noc3c2CCC3)cc1,IC50,'=',5502.76,nM,256.3,2.98
CHEMBL1506716,O=C1Nc2ccccc2SC(c2ccccc2)C1O,IC50,'=',161.11,nM,271.34,2.83
CHEMBL1502852,CCOC(=O)c1cnn(-c2nc(SC)nc3sc4c(c23)CCC4)c1N,IC50,'=',69.03,nM,375.48,2.85
CHEMBL1570659,O=C(O)C1Nc2c(C(=O)N3CCOCC3)cccc2C2C=CCC12,IC50,'=',40.69,nM,328.37,1.7
CHEMBL1347387,O=C(Cc1cccs1)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,IC50,'=',69.88,nM,374.45,2.52
CHEMBL1370794,COC(=O)c1ccc(CSc2ncnc3c2oc2ccccc23)o1,IC50,'=',57.78,nM,340.36,4.05
CHEMBL1565585,Nc1cc(-c2nn[nH]n2)ccc1F,IC50,'=',858.95,nM,179.16,0.59
CHEMBL1605526,O=C(COC(=O)C1CC2C=CC1C2)NCc1ccco1,IC50,'=',7152.15,nM,275.3,1.65
CHEMBL1300662,C=CCn1c(=O)c(C#N)cc2c(=O)n3ccccc3nc21,IC50,'=',21147.22,nM,278.27,1.07
CHEMBL4225431,O=C(/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1)c1ccccc1,IC50,'=',447,nM,462.52,7.17
CHEMBL205717,N#Cc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,IC50,'=',73677,nM,279.25,1.67
CHEMBL1082742,Cc1ccc(C(=O)C2=C(O)C(=O)N(c3ccc(O)cc3)C2c2ccc(Br)cc2)cc1,IC50,'=',2090,nM,464.32,5.25
CHEMBL4203715,O=S(=O)(Oc1ccc(Br)cc1)C1CC2OC1C(c1ccc(/C=C/c3cc(O)cc(O)c3)cc1)=C2c1ccc(O)cc1,IC50,'=',2530,nM,633.52,6.6
CHEMBL4088694,Oc1ccc2c(-c3ccccc3)c3cc4ccccc4cc3nc2c1,IC50,'=',306,nM,357.84,5.91
CHEMBL279301,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,IC50,'=',1.68,nM,387.52,5.7
CHEMBL4227113,O=C(/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1)Nc1ccccc1,IC50,'=',0.94,nM,477.54,6.92
CHEMBL3234618,Oc1ccc(C(=Nc2cccc(Cl)c2)c2ccc(O)cc2)cc1,IC50,'=',16,nM,323.78,4.92
CHEMBL3234620,Oc1ccc(C(=Nc2cccc(C(F)(F)F)c2)c2ccc(O)cc2)cc1,IC50,'=',24,nM,357.33,5.29
CHEMBL3234628,Cc1cccc(/N=C(\c2ccc(O)cc2)c2ccc(O)cc2O)c1,IC50,'=',51,nM,319.36,4.28
CHEMBL3234631,Oc1ccc(/C(=N\c2cccc(Cl)c2)c2ccc(O)cc2O)cc1,IC50,'=',67,nM,339.78,4.63
CHEMBL3234634,Oc1ccc(/C(=N\c2ccc(F)cc2)c2ccc(O)cc2O)cc1,IC50,'=',139,nM,323.32,4.11
CHEMBL1539824,COc1ccc(NC(=O)c2cc(-c3ccc(C)o3)nc3ccccc23)cc1OC,IC50,'=',24677.02,nM,388.42,5.07
CHEMBL1501334,OC(COc1ccc(C2C=CCC2)cc1)CN1CCCCC1,IC50,'=',13102.14,nM,301.43,3.35
CHEMBL1628199,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1C(=O)c2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,IC50,'=',37,nM,571.87,7.73
CHEMBL370282,Oc1ccc2c(c1)sc1c3cc(O)ccc3n(Cc3ccc(OCCN4CCOCC4)cc3)c21,IC50,'=',21.4,nM,474.58,5.18
CHEMBL144897,Oc1ccc2c(c1)C=C(c1ccccc1)C21Cc2ccccc2C1,IC50,'=',21,nM,310.4,4.98
CHEMBL3234614,Cc1ccccc1N=C(c1ccc(O)cc1)c1ccc(O)cc1,IC50,'=',6,nM,303.36,4.58
CHEMBL3234616,Cc1ccc(N=C(c2ccc(O)cc2)c2ccc(O)cc2)cc1,IC50,'=',45,nM,303.36,4.58
CHEMBL3234632,Oc1ccc(/C(=N\c2ccc(Cl)cc2)c2ccc(O)cc2O)cc1,IC50,'=',180,nM,339.78,4.63
CHEMBL187087,Oc1ccc(-c2nc3ccc(O)cc3o2)c(O)c1,IC50,'=',3,nM,243.22,2.61
CHEMBL3578295,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(NS(C)(=O)=O)cccc3[nH]2)C1=O,IC50,'=',7300,nM,522.56,4.25
CHEMBL123025,Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCC3)c(Br)c2)cc1,IC50,'=',87,nM,544.54,7.02
CHEMBL2403359,Cc1cc(C2(c3ccc(O)c(C)c3)CCCCC2)ccc1O,IC50,'=',790,nM,296.41,4.96
CHEMBL2403355,CCC(CC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,IC50,'=',260,nM,284.4,4.82
CHEMBL2403362,CCCCC(CCCC)(c1ccc(O)cc1)c1ccc(O)cc1,IC50,'=',180,nM,312.45,5.76
CHEMBL2403348,CCC(CC)(c1ccc(N)c(C)c1)c1ccc(O)c(C)c1,IC50,'=',43,nM,283.42,4.7
CHEMBL4225156,CCN(CC)C(=O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1,IC50,'=',43,nM,457.55,6.15
CHEMBL34679,O=C1c2c(Cl)cc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,IC50,'=',1270,nM,493.99,5.72
CHEMBL486225,Oc1cc(/C=C/F)c2oc(-c3ccc(O)c(F)c3)nc2c1,IC50,'=',3.2,nM,289.24,3.99
CHEMBL187219,Oc1ccc2c(-c3ccc4c(O)cccc4c3)noc2c1,IC50,'=',20,nM,277.28,4.06
CHEMBL186598,CCCc1cc(-c2noc3cc(O)ccc23)c(CC)cc1O,IC50,'=',3.6,nM,297.35,4.42
CHEMBL188049,C=CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',13,nM,267.28,3.63
CHEMBL183084,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)CC3)cc2)cc1,IC50,'=',116,nM,481.59,5.88
CHEMBL367574,C[C@@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C,IC50,'=',73,nM,477.63,6.03
CHEMBL3234633,Oc1ccc(/C(=N\c2cccc(C(F)(F)F)c2)c2ccc(O)cc2O)cc1,IC50,'=',28,nM,373.33,4.99
CHEMBL3578276,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(NS(C)(=O)=O)ccc3[nH]2)C1=O,IC50,'=',12000,nM,522.56,4.25
CHEMBL185783,Oc1ccc(-c2nc3cc(O)cc(-c4ccccc4)c3o2)cc1,IC50,'=',235,nM,303.32,4.57
CHEMBL188613,C=Cc1cc(O)cc2nc(-c3cc(F)c(O)cc3F)oc12,IC50,'=',66,nM,289.24,3.83
CHEMBL182751,C=Cc1c(Br)c(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,IC50,'=',155,nM,429.04,5.21
CHEMBL189077,Oc1ccc2c(-c3nc4ccc(O)cc4o3)cccc2c1,IC50,'=',3,nM,277.28,4.06
CHEMBL368688,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCC3CC4)cc2)cc1,IC50,'=',118,nM,475.61,6.07
CHEMBL4855392,CN(c1ccccc1Cl)S(=O)(=O)C1CC2OC1C(c1ccc(NC(=O)CCCCCCC(=O)O)cc1)=C2c1ccc(O)cc1,IC50,'=',2110,nM,639.17,6.33
CHEMBL185083,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4(CCC4)C3)cc2)cc1,IC50,'=',26,nM,475.61,5.93
CHEMBL180873,Cc1cccc(C(=O)N2CCN(c3ccc(C(=O)c4c(-c5ccc(O)cc5)sc5cc(O)ccc45)cc3)CC2)c1,IC50,'=',12.47,nM,548.66,6.48
CHEMBL360498,O=C(c1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',25.29,nM,534.64,6.17
CHEMBL178857,O=C(c1ccc(N2CCN(C(=O)c3ccco3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',20.09,nM,524.6,5.77
CHEMBL200799,Oc1ccc(-c2[nH]c(C(F)(F)F)nc2-c2ccccc2)cc1,IC50,'=',15.1,nM,304.27,4.47
CHEMBL191711,Oc1cccc(N2CCc3cc(O)ccc3C2c2ccc(N3CCN(CC4CC4)CC3)cc2)c1,IC50,'=',1370,nM,455.6,4.78
CHEMBL195289,Oc1ccc2cc(-c3cc(F)c(O)cc3F)ccc2c1,IC50,'=',2.8,nM,272.25,4.2
CHEMBL362425,O=C(c1ccc(N2CCN(C(=O)c3ccncc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',93.57,nM,535.63,5.57
CHEMBL195389,Cc1cc(O)ccc1-c1ccc2cc(O)ccc2c1,IC50,'=',10,nM,250.3,4.23
CHEMBL184367,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCCC3CC4)cc2)cc1,IC50,'=',51,nM,489.64,6.46
CHEMBL185114,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](O)C3)cc2)cc1,IC50,'=',81,nM,465.57,4.51
CHEMBL361056,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CCC3CC4)cc2)cc1,IC50,'=',52,nM,489.64,6.32
CHEMBL183263,CC(C)[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,IC50,'=',46,nM,491.65,6.56
CHEMBL363872,O=C1C(c2ccc(O)cc2)=C(Br)c2cc(O)ccc21,IC50,'=',1.7,nM,317.14,3.56
CHEMBL316132,Oc1ccc2c(c1)S[C@H](C1CCCCCC1)[C@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',28,nM,467.68,6.82
CHEMBL193518,O=c1oc2cc(O)ccc2c(Cc2ccccc2)c1-c1ccc(Cl)cc1,IC50,'=',250,nM,362.81,5.41
CHEMBL185383,O=S1(=O)CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,IC50,'=',247,nM,513.64,4.17
CHEMBL398456,C=C[C@]12CCC(C)=CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',9,nM,298.47,5.03
CHEMBL472468,Oc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)CCOc3cc(F)ccc32)cc1,IC50,'=',17.33,nM,445.53,5.75
CHEMBL183467,C[C@@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@H]1C,IC50,'=',22,nM,477.63,6.03
CHEMBL190038,CSC1=C(c2ccc(O)cc2)C(=O)c2cc(O)cc(O)c21,IC50,'=',2,nM,300.33,3.23
CHEMBL192765,CSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,IC50,'=',1.3,nM,284.34,3.53
CHEMBL190104,CCSC1=C(c2ccc(O)cc2)C(=O)c2ccc(O)cc21,IC50,'=',150,nM,298.36,3.92
CHEMBL371777,CC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,IC50,'=',11,nM,252.27,3.22
CHEMBL89995,Oc1ccc2c(c1)CCN(c1ccccc1)C2CC1CCCCC1,IC50,'=',295,nM,321.46,5.47
CHEMBL2403358,Cc1cc(C2(c3ccc(O)c(C)c3)CCCC2)ccc1O,IC50,'=',770,nM,282.38,4.57
CHEMBL281499,Oc1ccc(C2=Cc3cc(O)ccc3C23Cc2ccccc2C3)cc1,IC50,'=',2.1,nM,326.4,4.69
CHEMBL298398,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,IC50,'=',2400,nM,240.21,1.87
CHEMBL391909,C[C@@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12,IC50,'=',1582,nM,398.51,5.22
CHEMBL238960,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCCCN3CCCCC3)cccc12,IC50,'=',3688,nM,553.75,6.87
CHEMBL241303,C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCCN3CCCCC3)ccc12,IC50,'=',1231,nM,525.69,6.09
CHEMBL178334,CC(C)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,IC50,'=',33.92,nM,472.61,5.74
CHEMBL189073,Oc1ccc2c(-c3cccc4ccc(O)cc34)noc2c1,IC50,'=',879,nM,277.28,4.06
CHEMBL186945,Cc1cc(-c2noc3cc(O)ccc23)ccc1O,IC50,'=',31,nM,241.25,3.21
CHEMBL1628029,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,IC50,'=',267,nM,496.82,9.27
CHEMBL365016,C/C=C\c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',1.42,nM,267.28,3.94
CHEMBL188900,Oc1ccc(-c2nc3cc(O)cc(/C=C\Br)c3o2)cc1,IC50,'=',45,nM,332.15,4.27
CHEMBL189025,Oc1ccc2nc(-c3ccc(O)c(O)c3)oc2c1,IC50,'=',105,nM,243.22,2.61
CHEMBL180300,C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,IC50,'=',45,nM,463.6,5.93
CHEMBL197495,C[C@@H](COc1ccc([C@@H]2c3ccc(O)cc3CC[C@@H]2c2ccccc2)cc1)N1CCCC1,IC50,'=',0.9,nM,427.59,6.12
CHEMBL1086652,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2CCOc2ccccc21,IC50,'=',63,nM,469.58,6.08
CHEMBL189822,Cc1cc(O)ccc1-c1noc2cc(O)ccc12,IC50,'=',37,nM,241.25,3.21
CHEMBL1627354,CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,IC50,'=',9,nM,557.89,8.09
CHEMBL360385,N#CCc1cc(O)c(Br)c2cc(-c3ccc(O)cc3)oc12,IC50,'=',2,nM,344.16,4.34
CHEMBL1305986,Cc1cnc(C(=O)OCC(=O)c2csc(N3CCCCC3)n2)cn1,IC50,'=',5807.74,nM,346.41,2.27
CHEMBL383753,Cc1c(O)ccc2c1oc(=O)c1c(C)c(NS(C)(=O)=O)ccc12,IC50,'=',433,nM,333.37,2.64
CHEMBL311878,O=c1c2oc3ccc(O)cc3c2oc2cc(O)cc(O)c12,IC50,'=',42,nM,284.22,2.81
CHEMBL347560,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCN(CCO)CC2)n1,IC50,'=',15,nM,526.09,3.07
CHEMBL153395,CN(C[C@@H]1C[C@@H]1c1ccccc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,IC50,'=',20,nM,459.6,2.88
CHEMBL420068,CCc1c(O)ccc2c1O[C@H](c1ccc(OCCN3CCCCC3)cc1)[C@H](c1ccc(O)cc1)S2,IC50,'=',25,nM,491.65,6.49
CHEMBL183782,Oc1ccc(-c2cc3cc(O)cc(Br)c3o2)cc1,IC50,'=',2,nM,305.13,4.27
CHEMBL198914,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CC[C@@H](C)C3)cc2)c2ccc(O)cc12,IC50,'=',2.4,nM,456.59,5.8
CHEMBL195154,N#Cc1cc(-c2cc(F)c(O)c(F)c2)cc2ccc(O)cc12,IC50,'=',58,nM,297.26,4.07
CHEMBL361078,Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1,IC50,'=',1.8,nM,322.11,3.37
CHEMBL187393,Oc1ccc2c(-c3noc4cc(O)ccc34)cccc2c1,IC50,'=',17,nM,277.28,4.06
CHEMBL4106817,COCCCCCC[C@@H]1C[C@@H]2[C@H](CCC3[C@H]2CC[C@@H]3O)c2ccc(O)cc21,IC50,'=',100,nM,372.55,5.36
CHEMBL235496,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccccc2F)cc1,IC50,'=',780,nM,421.42,3.98
CHEMBL235497,COC(=O)C1=C(N)Oc2cc(O)ccc2C1c1ccc(OCc2ccc(C)cc2)cc1,IC50,'=',915,nM,417.46,4.15
CHEMBL396947,O=C1c2ccc(O)cc2C(=O)N1c1cccc2c(O)cccc12,IC50,'=',2810,nM,305.29,3.05
CHEMBL81074,N#Cc1cc(O)cc2c1oc1c(=O)c3c(O)cc(O)cc3oc12,IC50,'=',1340,nM,309.23,2.68
CHEMBL1086776,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCC3)cc1)C1=C2CCOc2cc(O)ccc21,IC50,'=',8.7,nM,471.55,5.4
CHEMBL1087919,CN(C)CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccccc2OCC3)cc1,IC50,'=',30,nM,429.52,5.16
CHEMBL1087546,Oc1ccc2c(c1)O[C@H](c1ccc(OCCCN3CCCCC3)cc1)C1=C2CCOc2cc(O)ccc21,IC50,'=',31,nM,499.61,6.18
CHEMBL1084913,OCCCOc1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',44,nM,432.47,4.69
CHEMBL1083188,O=C(O)CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',44,nM,446.46,4.78
CHEMBL1082224,Oc1ccc2c(c1)OCCC1=C2[C@@H](c2ccc(OCCN3CCCCCC3)cc2)Oc2cc(F)ccc21,IC50,'=',66,nM,501.6,6.61
CHEMBL1084922,CN1CCN(CCOc2ccc([C@H]3Oc4cc(O)ccc4C4=C3c3ccc(O)cc3OCC4)cc2)CC1,IC50,'=',86,nM,500.6,4.55
CHEMBL1088629,CCN(CC)CCOc1ccc([C@H]2Oc3cc(F)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',108,nM,475.56,6.08
CHEMBL187314,Oc1ccc2cc(-c3nc4ccc(O)cc4o3)ccc2c1,IC50,'=',533,nM,277.28,4.06
CHEMBL369991,CC/C=C\[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,IC50,'=',361,nM,330.51,4.62
CHEMBL191974,Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1,IC50,'=',16,nM,236.27,3.92
CHEMBL196530,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3n2)cc1,IC50,'=',30,nM,271.7,3.97
CHEMBL198411,Oc1ccc(-c2cc(Br)c3cc(O)ccc3n2)cc1,IC50,'=',4.3,nM,316.15,4.08
CHEMBL206727,CCc1c(O)ccc2c1c(=O)oc1c(F)c(O)ccc12,IC50,'=',21,nM,274.25,3.06
CHEMBL380452,C/C=C/c1cccc2c(=O)oc3c(C)c(O)ccc3c12,IC50,'=',116,nM,266.3,3.99
CHEMBL33899,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,IC50,'=',56,nM,354.45,6.15
CHEMBL362355,Oc1ccc2nc(-c3cccc4c(Br)c(O)ccc34)oc2c1,IC50,'=',134,nM,356.18,4.82
CHEMBL3578274,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,IC50,'=',2700,nM,497.45,5.9
CHEMBL3578286,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O,IC50,'=',2700,nM,506.54,5.94
CHEMBL180973,O=C(c1ccc(N2CCN(C(=O)c3ccccc3Cl)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',3.21,nM,569.08,6.83
CHEMBL361762,COc1cc(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,IC50,'=',52,nM,354.13,3.82
CHEMBL192876,Oc1ccc(-c2cc(Cl)c3c(Cl)c(O)ccc3c2)cc1,IC50,'=',9,nM,305.16,5.22
CHEMBL195371,Oc1ccc2c(c1)sc1c3ccccc3n(Cc3ccc(OCCN4CCCCCC4)cc3)c21,IC50,'=',16.6,nM,470.64,7.02
CHEMBL382734,CCN(CC)CCOc1ccc(Cn2c3ccc(O)cc3c3sc4cc(O)ccc4c32)cc1,IC50,'=',16.4,nM,460.6,6.19
CHEMBL1445192,COc1cccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C(N)O3)c1,IC50,'=',19995.95,nM,334.34,2.9
CHEMBL1468124,COC(=O)c1cnn2c(C(F)(F)F)cc(-c3ccco3)nc12,IC50,'=',25886.65,nM,311.22,2.79
CHEMBL1393548,c1ccc(-c2nnc3sc(Cc4cccs4)nn23)cc1,IC50,'=',21631.12,nM,298.4,3.51
CHEMBL511492,Fc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)cc1,IC50,'=',262,nM,447.53,6.18
CHEMBL511971,Oc1ccc(C2=C(c3ccc(OCCN4CCCCC4)cc3)c3ccc(F)cc3OCC2)cc1,IC50,'=',8.78,nM,459.56,6.14
CHEMBL1559715,O=C(Cc1cccs1)Nc1ccc(-c2nnn(CC(=O)N3CCOCC3)n2)cc1,IC50,'=',2919.45,nM,412.48,1.44
CHEMBL1336564,CC(=O)c1sc2nc(SCC(=O)N3CCCCC3)nc(O)c2c1C,IC50,'=',14574.72,nM,365.48,3.01
CHEMBL1087418,Oc1ccc2c(c1)O[C@@H](c1ccc(OCCN3CCCCCC3)cc1)C1=C2CCOc2ccccc21,IC50,'=',41,nM,483.61,6.47
CHEMBL1085161,COC(=O)COc1ccc(C2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',16,nM,446.46,4.48
CHEMBL1082529,CN(C)CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccccc2OCC3)cc1,IC50,'=',205,nM,429.52,5.16
CHEMBL1083187,O=C(O)CCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',250,nM,446.46,4.78
CHEMBL203351,CCc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,IC50,'=',265,nM,282.3,2.36
CHEMBL378807,O=c1c2c(OS(=O)(=O)C(F)(F)F)cc(O)cc2ncn1-c1ccc(O)cc1,IC50,'=',11979,nM,402.31,2.03
CHEMBL206440,C=Cc1ccc2c(c1)c(=O)oc1c(C)c(O)ccc12,IC50,'=',310,nM,252.27,3.6
CHEMBL280538,C[C@@H]1C(=O)c2ccc(O)cc2O[C@@H]1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',5645,nM,381.47,4.21
CHEMBL377083,O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cc1F,IC50,'=',256,nM,288.23,1.64
CHEMBL1627351,CCCCN(C)C(=O)CCCCCCCCCCS[C@H]1[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)c2ccc(O)cc2[C@H]1O,IC50,'=',32,nM,573.88,7.58
CHEMBL122237,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(COCCN3CCCCC3)cc2)cc1,IC50,'=',259,nM,477.63,6.07
CHEMBL429446,COc1cc(C2Nc3ccccc3C(=O)N2Cc2ccccc2)ccc1O,IC50,'=',6200,nM,360.41,4.17
CHEMBL441366,CCCC[C@@]12CCC(=O)C(CC)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',5.1,nM,309.41,4.22
CHEMBL379314,CCC12CCC(=O)C(C)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',24,nM,267.33,3.05
CHEMBL451496,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1F,IC50,'=',339,nM,273.22,2.04
CHEMBL242818,Cc1cc(O)ccc1N1C(=O)c2ccc(O)cc2C1=O,IC50,'=',2810,nM,269.26,2.21
CHEMBL196742,Oc1ccc2nc(-c3ccc(O)c(F)c3)cc(-c3ccccc3)c2c1,IC50,'=',211,nM,331.35,5.12
CHEMBL372783,Oc1ccc(-c2cc(Cl)c3cc(O)ccc3n2)cc1,IC50,'=',4.6,nM,271.7,3.97
CHEMBL360802,OC[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,IC50,'=',134,nM,479.6,4.9
CHEMBL379109,CCCCC12CCC(=O)C(Cl)=C1c1ccc(O)cc1C2,IC50,'=',5.3,nM,290.79,4.44
CHEMBL184371,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC5CC(C4)CC3C5)cc2)cc1,IC50,'=',40,nM,529.7,6.95
CHEMBL361258,COc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,IC50,'=',2.5,nM,290.7,4.17
CHEMBL188882,Oc1ccc(-c2noc3cc(O)ccc23)cc1,IC50,'=',54,nM,227.22,2.91
CHEMBL192621,Oc1cc(F)c(-c2ccc3cc(O)ccc3c2)c(F)c1,IC50,'=',2.3,nM,272.25,4.2
CHEMBL363634,N#Cc1cc(-c2ccc(O)cc2F)cc2ccc(O)cc12,IC50,'=',0.5,nM,279.27,3.93
CHEMBL285632,O=C1c2ccccc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,IC50,'=',510,nM,443.54,5.36
CHEMBL184974,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CCCC4)CC3)cc2)cc1,IC50,'=',39,nM,517.69,7.1
